cidade,uf,populacao
CampoGrandedoPiauí,Piauí,5987
DoutorCamargo,Paraná,5987
Itumirim,MinasGerais,5978
SãoJoãodoManteninha,MinasGerais,5975
Taquarivaí,SãoPaulo,5968
Munhoz,MinasGerais,5960
Aiuruoca,MinasGerais,5949
SantaLuziad'Oeste,Rondônia,5942
FranciscoAlves,Paraná,5942
PaulaFreitas,Paraná,5942
JosédaPenha,RioGrandedoNorte,5941
AntaGorda,RioGrandedoSul,5941
VilaPropício,Goiás,5941
AltoCaparaó,MinasGerais,5938
PortoRicodoMaranhão,Maranhão,5936
CedrodeSãoJoão,Sergipe,5929
SantoAntôniodoJardim,SãoPaulo,5926
RioManso,MinasGerais,5924
Estação,RioGrandedoSul,5924
Luiziânia,SãoPaulo,5918
Itaú,RioGrandedoNorte,5916
CaraúbasdoPiauí,Piauí,5910
EnéasMarques,Paraná,5906
SantaLuz,Piauí,5903
OuroVerdedeMinas,MinasGerais,5895
NovaOlinda,Paraíba,5892
SãoPedro,RioGrandedoNorte,5889
Alpestre,RioGrandedoSul,5885
CoqueiroSeco,Alagoas,5882
Ibiara,Paraíba,5877
Petrolândia,SantaCatarina,5873
Tufilândia,Maranhão,5868
RodeioBonito,RioGrandedoSul,5868
RiodoCampo,SantaCatarina,5864
PousoAlto,MinasGerais,5862
FreiGaspar,MinasGerais,5858
Nortelândia,MatoGrosso,5858
Araguanã,Tocantins,5856
TrêsFronteiras,SãoPaulo,5856
SantaHelena,Paraíba,5853
NovaOlímpia,Paraná,5846
ÁguaFriadeGoiás,Goiás,5843
Araricá,RioGrandedoSul,5840
GracchoCardoso,Sergipe,5831
Aroazes,Piauí,5819
SãoJoãodoCaiuá,Paraná,5819
Britânia,Goiás,5815
BandeiradoSul,MinasGerais,5808
Montadas,Paraíba,5806
Guaimbê,SãoPaulo,5806
FernandoPrestes,SãoPaulo,5805
Itaguatins,Tocantins,5801
SãoFranciscodeAssisdoPiauí,Piauí,5801
Adrianópolis,Paraná,5797
Braúna,SãoPaulo,5795
BarradoChapéu,SãoPaulo,5794
Passa-Sete,RioGrandedoSul,5790
CaldeirãoGrandedoPiauí,Piauí,5786
SenhoradeOliveira,MinasGerais,5786
TrindadedoSul,RioGrandedoSul,5781
PicadaCafé,RioGrandedoSul,5780
SãoTomé,Paraná,5778
Jussiape,Bahia,5777
PatoBragado,Paraná,5755
Jaramataia,Alagoas,5751
ParaísodasÁguas,MatoGrossodoSul,5751
Malta,Paraíba,5745
SãoPedrodoIguaçu,Paraná,5745
Calumbi,Pernambuco,5744
PatrocíniodoMuriaé,MinasGerais,5744
SerradeSãoBento,RioGrandedoNorte,5739
NovaUnião,MinasGerais,5739
Veredinha,MinasGerais,5733
Itaubal,Amapá,5730
GeneralCarneiro,MatoGrosso,5726
Laranjal,Paraná,5719
JacobinadoPiauí,Piauí,5718
Cocalinho,MatoGrosso,5716
Cabaceiras,Paraíba,5710
Alecrim,RioGrandedoSul,5710
Jussari,Bahia,5706
Juvenília,MinasGerais,5706
Aragominas,Tocantins,5705
BonfimdoPiauí,Piauí,5700
Encanto,RioGrandedoNorte,5697
Bacurituba,Maranhão,5696
Chalé,MinasGerais,5695
SucupiradoRiachão,Maranhão,5692
CoutodeMagalhães,Tocantins,5690
SantaMaria,RioGrandedoNorte,5689
Aramina,SãoPaulo,5689
Aurora,SantaCatarina,5687
Sambaíba,Maranhão,5686
Luzerna,SantaCatarina,5683
SãoDomingosdasDores,MinasGerais,5672
BomPrincípiodoPiauí,Piauí,5670
Barrolândia,Tocantins,5669
FeiradaMata,Bahia,5656
SãoPaulodasMissões,RioGrandedoSul,5654
JúlioBorges,Piauí,5653
Goiandira,Goiás,5650
Macuco,RiodeJaneiro,5646
SãoCristóvãodoSul,SantaCatarina,5646
SãoJosédoXingu,MatoGrosso,5646
BeneditoLeite,Maranhão,5643
FirminoAlves,Bahia,5641
Mendonça,SãoPaulo,5638
Sabino,SãoPaulo,5638
SentineladoSul,RioGrandedoSul,5635
CampinasdoPiauí,Piauí,5628
Aguiar,Paraíba,5622
FeiraNova,Sergipe,5617
Mercedes,Paraná,5617
Tucunduva,RioGrandedoSul,5612
Rubelita,MinasGerais,5609
SítioNovo,RioGrandedoNorte,5600
SãoSebastiãodaBelaVista,MinasGerais,5598
MariaHelena,Paraná,5593
CanaVerde,MinasGerais,5585
SantaFédeGoiás,Goiás,5585
Caiana,MinasGerais,5584
Xambrê,Paraná,5584
SaudadedoIguaçu,Paraná,5578
SerradoNavio,Amapá,5577
SantaErnestina,SãoPaulo,5577
Itaara,RioGrandedoSul,5573
Agronômica,SantaCatarina,5570
SãoJosédaVitória,Bahia,5562
Taiuva,SãoPaulo,5562
Maripá,Paraná,5562
FernandesPinheiro,Paraná,5561
CapitãoAndrade,MinasGerais,5559
ConceiçãodoPará,MinasGerais,5558
Ipiguá,SãoPaulo,5557
Guaraci,Paraná,5557
BentoFernandes,RioGrandedoNorte,5552
Pequizeiro,Tocantins,5546
BrejinhodeNazaré,Tocantins,5540
SãoJorgedoIvaí,Paraná,5535
SãoJorgedoPatrocínio,Paraná,5532
TiradentesdoSul,RioGrandedoSul,5532
Várzea,RioGrandedoNorte,5529
Alcantil,Paraíba,5527
DoutorUlysses,Paraná,5525
Chuvisca,RioGrandedoSul,5518
Gurinhatã,MinasGerais,5516
BarradoRocha,Bahia,5515
Caseara,Tocantins,5514
Bertolínia,Piauí,5512
Piranguçu,MinasGerais,5504
CoronelEzequiel,RioGrandedoNorte,5501
RioPreto,MinasGerais,5493
JuazeirodoPiauí,Piauí,5491
Mesquita,MinasGerais,5489
Alcinópolis,MatoGrossodoSul,5489
JocaMarques,Piauí,5488
Tavares,RioGrandedoSul,5484
Caxingó,Piauí,5477
Geminiano,Piauí,5477
Anchieta,SantaCatarina,5477
Sobrália,MinasGerais,5476
FazendaNova,Goiás,5471
NovaColinas,Maranhão,5469
AlvoradadoGurgueia,Piauí,5469
Mucurici,EspíritoSanto,5468
Avaí,SãoPaulo,5467
CatasAltas,MinasGerais,5465
NovaEsperançadoSul,RioGrandedoSul,5465
Caparaó,MinasGerais,5464
SantoAntôniodoLeste,MatoGrosso,5459
SãoBentodoTocantins,Tocantins,5457
Jampruca,MinasGerais,5453
Silvanópolis,Tocantins,5452
Tapira,Paraná,5452
Itacambira,MinasGerais,5447
Gaurama,RioGrandedoSul,5447
Turvelândia,Goiás,5447
Datas,MinasGerais,5431
Luminárias,MinasGerais,5431
SantaRitadoItueto,MinasGerais,5426
SantoInácio,Paraná,5422
CampinasdoSul,RioGrandedoSul,5422
Baliza,Goiás,5418
SãoBentoAbade,MinasGerais,5411
Machadinho,RioGrandedoSul,5411
Damião,Paraíba,5409
BonfinópolisdeMinas,MinasGerais,5397
Botuverá,SantaCatarina,5396
Vieirópolis,Paraíba,5395
PresidenteCasteloBranco,Paraná,5395
CurralNovodoPiauí,Piauí,5390
EntreFolhas,MinasGerais,5383
Nipoã,SãoPaulo,5381
GrandesRios,Paraná,5379
Salmourão,SãoPaulo,5372
Pratânia,SãoPaulo,5371
Pracuúba,Amapá,5370
Planalto,SãoPaulo,5370
SenadorAmaral,MinasGerais,5365
Canitar,SãoPaulo,5365
Riversul,SãoPaulo,5364
SãoJosédoDivino,Piauí,5361
SãoJosédoGoiabal,MinasGerais,5356
ManoelEmídio,Piauí,5352
Cravolândia,Bahia,5352
Novorizonte,MinasGerais,5348
Guzolândia,SãoPaulo,5346
Francinópolis,Piauí,5345
PortodosGaúchos,MatoGrosso,5344
Ibiracatu,MinasGerais,5340
Pau-d'Arco,Pará,5339
Braganey,Paraná,5338
TimbédoSul,SantaCatarina,5338
SãoMartinho,RioGrandedoSul,5336
MarianópolisdoTocantins,Tocantins,5332
RioEspera,MinasGerais,5332
Jaboti,Paraná,5332
FarturadoPiauí,Piauí,5330
CampinadasMissões,RioGrandedoSul,5325
Itaverava,MinasGerais,5321
ÁlvarodeCarvalho,SãoPaulo,5320
MinadordoNegrão,Alagoas,5315
PresidenteBernardes,MinasGerais,5315
BarroPreto,Bahia,5312
Borborema,Paraíba,5311
BarãodeMonteAlto,MinasGerais,5311
Acorizal,MatoGrosso,5309
Parazinho,RioGrandedoNorte,5307
Aricanduva,MinasGerais,5305
AliançadoTocantins,Tocantins,5303
Virgolândia,MinasGerais,5303
DivinaPastora,Sergipe,5290
Franciscópolis,MinasGerais,5287
Diamanted'Oeste,Paraná,5279
Almadina,Bahia,5273
LandriSales,Piauí,5272
VoltaGrande,MinasGerais,5270
FranciscoDumont,MinasGerais,5268
Canas,SãoPaulo,5268
Curvelândia,MatoGrosso,5267
SãoLuizdoNorte,Goiás,5263
SantaRosadoPiauí,Piauí,5254
NovaTebas,Paraná,5252
BoaVentura,Paraíba,5248
Barracão,RioGrandedoSul,5237
FrutadeLeite,MinasGerais,5232
Janduís,RioGrandedoNorte,5228
DomSilvério,MinasGerais,5227
Figueirópolis,Tocantins,5222
Sertão,RioGrandedoSul,5220
LagoadoSítio,Piauí,5219
CurraldeCima,Paraíba,5209
Jequitibá,MinasGerais,5203
SantaMariadoSalto,MinasGerais,5203
Palmópolis,MinasGerais,5196
Tamboara,Paraná,5196
GuarujádoSul,SantaCatarina,5196
JacarédosHomens,Alagoas,5185
Itaguaru,Goiás,5184
NovaErechim,SantaCatarina,5163
CristianoOtoni,MinasGerais,5161
SãoPedrodoSuaçuí,MinasGerais,5160
RafaelFernandes,RioGrandedoNorte,5158
SãoNicolau,RioGrandedoSul,5153
Sertãozinho,Paraíba,5152
SãoJosédaVarginha,MinasGerais,5151
Sertaneja,Paraná,5149
RioBranco,MatoGrosso,5147
DoresdeGuanhães,MinasGerais,5139
Goianorte,Tocantins,5136
Olhod'ÁguaGrande,Alagoas,5133
Brochier,RioGrandedoSul,5132
Caturaí,Goiás,5132
Agricolândia,Piauí,5123
BomJesusdoTocantins,Tocantins,5120
Rochedo,MatoGrossodoSul,5120
MadredeDeusdeMinas,MinasGerais,5119
RiodoPrado,MinasGerais,5117
Analândia,SãoPaulo,5115
Selbach,RioGrandedoSul,5114
JoséRaydan,MinasGerais,5104
CaridadedoPiauí,Piauí,5102
Turvolândia,MinasGerais,5099
SantanadeMangueira,Paraíba,5098
CampoAlegredoFidalgo,Piauí,5093
BocainadeMinas,MinasGerais,5088
LiberatoSalzano,RioGrandedoSul,5087
Gameleiras,MinasGerais,5084
CaciqueDoble,RioGrandedoSul,5083
Guaramiranga,Ceará,5073
Crucilândia,MinasGerais,5072
Cabixi,Rondônia,5067
Palestina,Alagoas,5061
CongonhasdoNorte,MinasGerais,5047
VargemGrandedoRioPardo,MinasGerais,5045
SãoGonçalodoPiauí,Piauí,5044
Descoberto,MinasGerais,5044
Pranchita,Paraná,5035
PiedadedosGerais,MinasGerais,5034
Baraúna,Paraíba,5033
Rondinha,RioGrandedoSul,5033
HonórioSerpa,Paraná,5030
PalmeiradoPiauí,Piauí,5029
Pingo-d'Água,MinasGerais,5029
SãoRaimundodoDocaBezerra,Maranhão,5028
CamposNovosPaulista,SãoPaulo,5028
Cuparaque,MinasGerais,5026
DomCavati,MinasGerais,5025
JoséBoiteux,SantaCatarina,5019
Tupandi,RioGrandedoSul,5019
NovaEsperançadoSudoeste,Paraná,5014
Itacuruba,Pernambuco,5013
NovaPalmeira,Paraíba,5011
Guaraciama,MinasGerais,5005
Ibertioga,MinasGerais,4999
Liberdade,MinasGerais,4994
Itapura,SãoPaulo,4994
Currais,Piauí,4982
Aceguá,RioGrandedoSul,4981
DiamantedoNorte,Paraná,4975
DivinodasLaranjeiras,MinasGerais,4969
Lupionópolis,Paraná,4969
Harmonia,RioGrandedoSul,4967
Muçum,RioGrandedoSul,4967
Mirassolândia,SãoPaulo,4966
SãoFeliped'Oeste,Rondônia,4962
Narandiba,SãoPaulo,4950
SãoJoãodaLagoa,MinasGerais,4949
Moeda,MinasGerais,4948
Janiópolis,Paraná,4948
Catuti,MinasGerais,4944
EliseuMartins,Piauí,4943
Miravânia,MinasGerais,4939
MonteFormoso,MinasGerais,4939
Catingueira,Paraíba,4938
BomSucesso,Paraíba,4937
Pilõezinhos,Paraíba,4937
Japi,RioGrandedoNorte,4935
VárzeaBranca,Piauí,4930
Japira,Paraná,4929
EspíritoSantodoTurvo,SãoPaulo,4926
PinheirinhodoVale,RioGrandedoSul,4926
SãoJosédoHortêncio,RioGrandedoSul,4924
LemedoPrado,MinasGerais,4923
AlegretedoPiauí,Piauí,4921
CoronelJoãoPessoa,RioGrandedoNorte,4918
SantanadoItararé,Paraná,4916
Boraceia,SãoPaulo,4913
NossaSenhoradeNazaré,Piauí,4911
Josenópolis,MinasGerais,4911
GastãoVidigal,SãoPaulo,4911
CocaldeTelha,Piauí,4908
VitorMeireles,SantaCatarina,4907
BarraLonga,MinasGerais,4905
AparecidadoRioNegro,Tocantins,4901
PortoAmazonas,Paraná,4899
Miraguaí,RioGrandedoSul,4899
SãoSebastiãodoTocantins,Tocantins,4898
Caturité,Paraíba,4898
RibeirãodoLargo,Bahia,4896
Tapira,MinasGerais,4890
NovaAraçá,RioGrandedoSul,4890
SantoAntôniodaBarra,Goiás,4886
Pau-d'Arco,Tocantins,4885
JatobádoPiauí,Piauí,4885
Floraí,Paraná,4883
Lagoinha,SãoPaulo,4882
Sampaio,Tocantins,4876
Claraval,MinasGerais,4873
Indiana,SãoPaulo,4873
Combinado,Tocantins,4870
Itabi,Sergipe,4869
MonteHorebe,Paraíba,4867
SantaRosadoTocantins,Tocantins,4864
SaltodoItararé,Paraná,4862
SãoJoãodaVarjota,Piauí,4856
SantópolisdoAguapeí,SãoPaulo,4856
VermelhoNovo,MinasGerais,4852
Lobato,Paraná,4850
SantanadoJacaré,MinasGerais,4847
SantaRitadeJacutinga,MinasGerais,4843
Glicério,SãoPaulo,4842
GaviãoPeixoto,SãoPaulo,4841
NovoSãoJoaquim,MatoGrosso,4837
SerranópolisdeMinas,MinasGerais,4836
AugustodeLima,MinasGerais,4833
SerrinhadosPintos,RioGrandedoNorte,4832
Rianápolis,Goiás,4832
Motuca,SãoPaulo,4831
Ubirajara,SãoPaulo,4828
NovaCantu,Paraná,4827
Ressaquinha,MinasGerais,4826
JúlioMesquita,SãoPaulo,4824
SãoPedrodaCipa,MatoGrosso,4823
Tabaí,RioGrandedoSul,4816
OuroBranco,RioGrandedoNorte,4813
ConceiçãodoCanindé,Piauí,4811
FelizDeserto,Alagoas,4803
Caibaté,RioGrandedoSul,4802
BomJardimdaSerra,SantaCatarina,4801
Jeceaba,MinasGerais,4795
Paulistas,MinasGerais,4794
CapivaridoSul,RioGrandedoSul,4793
Berizal,MinasGerais,4792
SaltoVeloso,SantaCatarina,4792
Jurema,Piauí,4790
Congo,Paraíba,4787
RibeirãoCorrente,SãoPaulo,4786
Granjeiro,Ceará,4784
ErvalGrande,RioGrandedoSul,4780
Jesuânia,MinasGerais,4774
LajesPintadas,RioGrandedoNorte,4768
Mata,RioGrandedoSul,4760
SãoFranciscodoGlória,MinasGerais,4758
RioNegro,MatoGrossodoSul,4758
JoaquimFelício,MinasGerais,4757
MonteiroLobato,SãoPaulo,4739
Bandeira,MinasGerais,4738
Braúnas,MinasGerais,4737
Fênix,Paraná,4734
DavidCanabarro,RioGrandedoSul,4732
EspíritoSantodoDourado,MinasGerais,4728
RioQuente,Goiás,4728
Natércia,MinasGerais,4727
Riachinho,Tocantins,4723
CerroBranco,RioGrandedoSul,4720
Pontalinda,SãoPaulo,4719
Arraial,Piauí,4713
Humaitá,RioGrandedoSul,4712
CanabravadoNorte,MatoGrosso,4711
DivinópolisdeGoiás,Goiás,4701
SãoPedrodosCrentes,Maranhão,4700
Riozinho,RioGrandedoSul,4698
SãoJosédoSeridó,RioGrandedoNorte,4696
Lunardelli,Paraná,4695
SantaCruzdoEscalvado,MinasGerais,4693
Ciríaco,RioGrandedoSul,4693
Guatambu,SantaCatarina,4692
Ibiaçá,RioGrandedoSul,4690
CoronelJoséDias,Piauí,4688
Dueré,Tocantins,4686
Angelina,SantaCatarina,4686
AlminoAfonso,RioGrandedoNorte,4685
Itaguari,Goiás,4684
NovaIorque,Maranhão,4682
FazendaVilanova,RioGrandedoSul,4680
Marumbi,Paraná,4676
BarradoOuro,Tocantins,4673
Oratórios,MinasGerais,4671
MessiasTargino,RioGrandedoNorte,4665
Caiçara,RioGrandedoSul,4659
LagoadoBarrodoPiauí,Piauí,4658
FelíciodosSantos,MinasGerais,4656
EntreRiosdoOeste,Paraná,4651
SantanadoPiauí,Piauí,4650
RosáriodaLimeira,MinasGerais,4648
AmparodaSerra,MinasGerais,4643
Lagoa,Paraíba,4640
SãoJosédeEspinharas,Paraíba,4631
RioFortuna,SantaCatarina,4630
Viadutos,RioGrandedoSul,4628
MatoLeitão,RioGrandedoSul,4627
SãoJoãodaUrtiga,RioGrandedoSul,4625
SãoJoãodaCanabrava,Piauí,4619
PonteAlta,SantaCatarina,4619
CapelaNova,MinasGerais,4616
Bertópolis,MinasGerais,4609
Lupércio,SãoPaulo,4608
SãoBentinho,Paraíba,4602
SantaCarmem,MatoGrosso,4600
RosáriodoIvaí,Paraná,4595
NovoPlanalto,Goiás,4592
CoronelMacedo,SãoPaulo,4591
PonteAltadoBomJesus,Tocantins,4586
CordilheiraAlta,SantaCatarina,4585
Tunas,RioGrandedoSul,4585
SantaCruzdaConceição,SãoPaulo,4584
Romelândia,SantaCatarina,4584
FlordaSerradoSul,Paraná,4583
SãoLourençodoPiauí,Piauí,4581
ConceiçãodeIpanema,MinasGerais,4581
Bonópolis,Goiás,4579
JoãoRamalho,SãoPaulo,4577
Cantagalo,MinasGerais,4575
Guaribas,Piauí,4573
RiachãodoPoço,Paraíba,4571
SãoPedrodaUnião,MinasGerais,4563
RiachãodoBacamarte,Paraíba,4562
SocorrodoPiauí,Piauí,4557
Aguanil,MinasGerais,4557
SantaTeresinha,Paraíba,4550
Buritizal,SãoPaulo,4547
MarcosParente,Piauí,4546
FronteiradosVales,MinasGerais,4542
SãoBentodoTrairi,RioGrandedoNorte,4541
SãoFélixdeBalsas,Maranhão,4540
MundoNovo,Goiás,4540
Maçambará,RioGrandedoSul,4539
MontividiudoNorte,Goiás,4538
Ingazeira,Pernambuco,4537
RibeirãodoSul,SãoPaulo,4537
Canaã,MinasGerais,4533
LindóiadoSul,SantaCatarina,4530
VicenteDutra,RioGrandedoSul,4530
Matinhas,Paraíba,4528
MorroCabeçanoTempo,Piauí,4527
SenadorGeorginoAvelino,RioGrandedoNorte,4527
Turvânia,Goiás,4526
MurutingadoSul,SãoPaulo,4525
Riqueza,SantaCatarina,4525
JardimdoMulato,Piauí,4522
Ritápolis,MinasGerais,4521
PortoLucena,RioGrandedoSul,4514
Bocaina,Piauí,4509
Tunápolis,SantaCatarina,4507
Ramilândia,Paraná,4500
CariridoTocantins,Tocantins,4499
RibeiradoPiauí,Piauí,4499
Lindoeste,Paraná,4488
WallFerraz,Piauí,4479
SãoJoãodoPacuí,MinasGerais,4476
Curralinhos,Piauí,4475
Iguaraçu,Paraná,4475
JoséGonçalvesdeMinas,MinasGerais,4474
Indianópolis,Paraná,4472
LagoadoTocantins,Tocantins,4470
FozdoJordão,Paraná,4466
OndaVerde,SãoPaulo,4462
FloresdoPiauí,Piauí,4461
FortalezadeMinas,MinasGerais,4460
SerranópolisdoIguaçu,Paraná,4460
RodolfoFernandes,RioGrandedoNorte,4457
Pequi,MinasGerais,4457
SãoBrazdoPiauí,Piauí,4454
Tejupá,SãoPaulo,4452
NovoAcordo,Tocantins,4450
Carvalhos,MinasGerais,4445
QuintadoSol,Paraná,4444
Jerumenha,Piauí,4443
Paineiras,MinasGerais,4440
BernardoSayão,Tocantins,4439
CoutodeMagalhãesdeMinas,MinasGerais,4436
DomJoaquim,MinasGerais,4436
PiedadedoRioGrande,MinasGerais,4436
Funilândia,MinasGerais,4434
CruzeirodoSul,Paraná,4430
Itaguajé,Paraná,4426
ErvalVelho,SantaCatarina,4423
QuartoCentenário,Paraná,4420
Japaraíba,MinasGerais,4418
Gavião,Bahia,4417
Materlândia,MinasGerais,4415
PindoramadoTocantins,Tocantins,4414
Itajá,Goiás,4412
VargemBonita,SantaCatarina,4411
SãoJoãodoTigre,Paraíba,4408
NovaGuarita,MatoGrosso,4407
Logradouro,Paraíba,4406
Sandovalina,SãoPaulo,4405
ItamaratideMinas,MinasGerais,4395
Ibarama,RioGrandedoSul,4393
NovaSantaRita,Piauí,4392
Recursolândia,Tocantins,4389
Aiquara,Bahia,4387
SantaBárbaradoTugúrio,MinasGerais,4385
VárzeaGrande,Piauí,4382
Joanésia,MinasGerais,4382
DoutorMaurícioCardoso,RioGrandedoSul,4380
Itapirapuã,Goiás,4380
GramadoXavier,RioGrandedoSul,4378
VilaMaria,RioGrandedoSul,4368
Ipira,SantaCatarina,4367
PoçodeJosédeMoura,Paraíba,4366
Gonçalves,MinasGerais,4360
Juramento,MinasGerais,4359
SantaEfigêniadeMinas,MinasGerais,4354
DomingosMourão,Piauí,4352
NovaRosalândia,Tocantins,4348
JuncodoMaranhão,Maranhão,4334
SantanadoRiacho,MinasGerais,4334
PassagemFrancadoPiauí,Piauí,4331
Pracinha,SãoPaulo,4327
NovaItaberaba,SantaCatarina,4327
Matrinchã,Goiás,4321
SebastiãoLeal,Piauí,4311
PinhalGrande,RioGrandedoSul,4309
RiachoFrio,Piauí,4306
PontoChique,MinasGerais,4305
NovaSantaBárbara,Paraná,4304
FranciscoAyres,Piauí,4300
Paraná,RioGrandedoNorte,4298
ItapirapuãPaulista,SãoPaulo,4294
Ocauçu,SãoPaulo,4294
SerraAzuldeMinas,MinasGerais,4292
SãoJosédaSafira,MinasGerais,4291
Marquinho,Paraná,4283
SãoFranciscodoOeste,RioGrandedoNorte,4281
PlanaltinadoParaná,Paraná,4281
VilaNovadoSul,RioGrandedoSul,4274
CampoNovo,RioGrandedoSul,4273
BomJesusdaPenha,MinasGerais,4270
Arabutã,SantaCatarina,4268
Aporé,Goiás,4266
Prata,Paraíba,4265
UniãodeMinas,MinasGerais,4265
Pescador,MinasGerais,4261
BrásPires,MinasGerais,4255
MaximilianodeAlmeida,RioGrandedoSul,4254
FortalezadosValos,RioGrandedoSul,4252
NovoCabrais,RioGrandedoSul,4246
MarcelinoRamos,RioGrandedoSul,4239
BarradoQuaraí,RioGrandedoSul,4238
DivinodeSãoLourenço,EspíritoSanto,4236
Venha-Ver,RioGrandedoNorte,4232
TrêsPalmeiras,RioGrandedoSul,4232
Olho-d'ÁguadoBorges,RioGrandedoNorte,4231
Ipiaçu,MinasGerais,4229
CruzeirodoIguaçu,Paraná,4229
Modelo,SantaCatarina,4227
Belém,Alagoas,4226
DonaEmma,SantaCatarina,4224
SãoJosédoAlegre,MinasGerais,4222
CabráliaPaulista,SãoPaulo,4222
NovaLuzitânia,SãoPaulo,4217
Altair,SãoPaulo,4211
Caraúbas,Paraíba,4206
DoresdoTurvo,MinasGerais,4202
AlfredoMarcondes,SãoPaulo,4201
Caiabu,SãoPaulo,4195
RiachodeSantana,RioGrandedoNorte,4194
NovoBarreiro,RioGrandedoSul,4185
Iporanga,SãoPaulo,4180
Tibau,RioGrandedoNorte,4173
Anhumas,SãoPaulo,4172
SãoJoãodoCariri,Paraíba,4170
MonteCastelo,SãoPaulo,4166
CarrascoBonito,Tocantins,4165
DoutorPedrinho,SantaCatarina,4164
Conquistad'Oeste,MatoGrosso,4163
Teixeirópolis,Rondônia,4160
SãoJosédoSabugi,Paraíba,4153
PiedadedePonteNova,MinasGerais,4141
SãoJosédoBarreiro,SãoPaulo,4141
Populina,SãoPaulo,4136
NovaIndependência,SãoPaulo,4135
CapitãoGervásioOliveira,Piauí,4127
PaesLandim,Piauí,4124
Aparecidad'Oeste,SãoPaulo,4122
RioBrancodoIvaí,Paraná,4121
TaquaraçudeMinas,MinasGerais,4120
Mossâmedes,Goiás,4120
Jundiá,Alagoas,4119
TocosdoMoji,MinasGerais,4117
Paranapuã,SãoPaulo,4112
SãoMigueldoPassa-Quatro,Goiás,4105
SãoGeraldodoBaixio,MinasGerais,4104
MajorSales,RioGrandedoNorte,4102
SãoJosédoPovo,MatoGrosso,4102
Mariápolis,SãoPaulo,4098
Formoso,Goiás,4098
Veríssimo,MinasGerais,4090
LagoadoPiauí,Piauí,4086
Paud'ArcodoPiauí,Piauí,4084
Marilac,MinasGerais,4079
AltoAlegre,SãoPaulo,4078
SantaCruzdeSalinas,MinasGerais,4074
DomMacedoCosta,Bahia,4072
Corumbataí,SãoPaulo,4072
PassosMaia,SantaCatarina,4072
ConceiçãodoTocantins,Tocantins,4070
NovoHorizontedoNorte,MatoGrosso,4069
Rondolândia,MatoGrosso,4069
Assunção,Paraíba,4067
PresidenteAlves,SãoPaulo,4067
Suzanápolis,SãoPaulo,4063
LagoadosPatos,MinasGerais,4062
RibeirãoVermelho,MinasGerais,4061
PortoVitória,Paraná,4057
SenadorModestinoGonçalves,MinasGerais,4056
Ilópolis,RioGrandedoSul,4054
Lucrécia,RioGrandedoNorte,4053
Carrancas,MinasGerais,4052
SantaMônica,Paraná,4052
Virmond,Paraná,4051
Ibiquera,Bahia,4047
SantaCruzdosMilagres,Piauí,4046
InúbiaPaulista,SãoPaulo,4045
BelaVistadoPiauí,Piauí,4044
Coivaras,Piauí,4044
QuatroPontes,Paraná,4043
MunhozdeMello,Paraná,4034
Witmarsum,SantaCatarina,4032
Portelândia,Goiás,4032
Marliéria,MinasGerais,4030
ContendasdoSincorá,Bahia,4025
FrutuosoGomes,RioGrandedoNorte,4015
Jateí,MatoGrossodoSul,4015
Goianá,MinasGerais,4014
BomSucessodeItararé,SãoPaulo,4013
NovaNazaré,MatoGrosso,4013
NossaSenhoradasGraças,Paraná,4009
Cumbe,Sergipe,4008
Canhoba,Sergipe,4003
Treviso,SantaCatarina,4002
Kaloré,Paraná,3996
Acaiaca,MinasGerais,3995
Lajedão,Bahia,3993
BoaEsperança,Paraná,3991
Barcelona,RioGrandedoNorte,3989
Olivedos,Paraíba,3989
Mãed'Água,Paraíba,3988
Ibirapuitã,RioGrandedoSul,3988
SantanadoDeserto,MinasGerais,3985
Bugre,MinasGerais,3984
MarquesdeSouza,RioGrandedoSul,3981
EspigãoAltodoIguaçu,Paraná,3980
Porteirão,Goiás,3979
PedradoIndaiá,MinasGerais,3977
Salgadinho,Paraíba,3975
CafezaldoSul,Paraná,3975
SãoMigueldoAleixo,Sergipe,3964
Cajuri,MinasGerais,3961
Barrad'Alcântara,Piauí,3953
Jundiá,RioGrandedoNorte,3945
ConceiçãodaBarradeMinas,MinasGerais,3939
Canavieira,Piauí,3938
Itaju,SãoPaulo,3937
SantaRosadeLima,Sergipe,3933
EwbankdaCâmara,MinasGerais,3932
Paquetá,Piauí,3931
PedrasGrandes,SantaCatarina,3931
GameleiradeGoiás,Goiás,3923
SantanadeCataguases,MinasGerais,3909
JaúdoTocantins,Tocantins,3906
Areias,SãoPaulo,3906
Quadra,SãoPaulo,3902
Iraceminha,SantaCatarina,3901
Pilões,RioGrandedoNorte,3900
Caldazinha,Goiás,3900
Jaborá,SantaCatarina,3899
SãoJosédePrincesa,Paraíba,3898
Pontão,RioGrandedoSul,3898
Leópolis,Paraná,3896
MarianaPimentel,RioGrandedoSul,3892
Minduri,MinasGerais,3891
ConselheiroMairinck,Paraná,3891
PareciNovo,RioGrandedoSul,3885
SãoPedrodaSerra,RioGrandedoSul,3881
HugoNapoleão,Piauí,3880
PoçoDantas,Paraíba,3877
Indiaporã,SãoPaulo,3876
Amaralina,Goiás,3875
Xavantina,SantaCatarina,3873
Atalaia,Paraná,3871
Medeiros,MinasGerais,3861
SantoAntôniodoGrama,MinasGerais,3861
Putinga,RioGrandedoSul,3861
SãoGeraldodaPiedade,MinasGerais,3860
